Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-12-07 01:00:00,France,France,FR,122.6,159.5,76.56,15.67,opendata.reseaux-energies.fr,False,
2022-12-07 02:00:00,France,France,FR,119.93,156.22,77.08,15.04,opendata.reseaux-energies.fr,False,
2022-12-07 03:00:00,France,France,FR,117.05,153.02,77.39,14.82,opendata.reseaux-energies.fr,False,
2022-12-07 04:00:00,France,France,FR,120.7,157.54,76.77,15.35,opendata.reseaux-energies.fr,False,
2022-12-07 05:00:00,France,France,FR,122.69,160.33,76.23,16.96,opendata.reseaux-energies.fr,False,
2022-12-07 06:00:00,France,France,FR,124.55,162.59,76.03,20.18,opendata.reseaux-energies.fr,False,
2022-12-07 07:00:00,France,France,FR,122.41,159.89,76.58,22.72,opendata.reseaux-energies.fr,False,
2022-12-07 08:00:00,France,France,FR,123.0,161.15,76.56,23.23,opendata.reseaux-energies.fr,False,
2022-12-07 09:00:00,France,France,FR,120.07,158.13,76.99,23.52,opendata.reseaux-energies.fr,False,
2022-12-07 10:00:00,France,France,FR,113.97,151.44,77.76,24.34,opendata.reseaux-energies.fr,False,
2022-12-07 11:00:00,France,France,FR,112.68,149.96,77.76,24.06,opendata.reseaux-energies.fr,False,
2022-12-07 12:00:00,France,France,FR,110.18,146.94,78.16,22.99,opendata.reseaux-energies.fr,False,
2022-12-07 13:00:00,France,France,FR,113.67,150.95,77.58,21.73,opendata.reseaux-energies.fr,False,
2022-12-07 14:00:00,France,France,FR,116.02,153.21,77.13,20.07,opendata.reseaux-energies.fr,False,
2022-12-07 15:00:00,France,France,FR,118.23,154.84,77.2,19.83,opendata.reseaux-energies.fr,False,
2022-12-07 16:00:00,France,France,FR,118.89,154.87,77.69,22.45,opendata.reseaux-energies.fr,False,
2022-12-07 17:00:00,France,France,FR,120.35,156.43,78.04,25.07,opendata.reseaux-energies.fr,False,
2022-12-07 18:00:00,France,France,FR,120.08,155.83,78.16,26.02,opendata.reseaux-energies.fr,False,
2022-12-07 19:00:00,France,France,FR,132.27,170.0,75.85,20.85,opendata.reseaux-energies.fr,False,
2022-12-07 20:00:00,France,France,FR,140.21,179.73,74.08,16.43,opendata.reseaux-energies.fr,False,
2022-12-07 21:00:00,France,France,FR,141.16,180.94,73.81,15.57,opendata.reseaux-energies.fr,False,
2022-12-07 22:00:00,France,France,FR,139.93,179.48,73.98,15.1,opendata.reseaux-energies.fr,False,
2022-12-07 23:00:00,France,France,FR,135.67,174.46,74.75,14.4,opendata.reseaux-energies.fr,False,
2022-12-08 00:00:00,France,France,FR,135.16,173.8,74.87,14.12,opendata.reseaux-energies.fr,False,
2022-12-08 01:00:00,France,France,FR,134.87,173.35,74.96,13.9,opendata.reseaux-energies.fr,False,
2022-12-08 02:00:00,France,France,FR,130.22,167.78,75.65,13.17,opendata.reseaux-energies.fr,False,
2022-12-08 03:00:00,France,France,FR,124.98,161.74,76.34,13.28,opendata.reseaux-energies.fr,False,
2022-12-08 04:00:00,France,France,FR,131.3,169.33,75.26,13.28,opendata.reseaux-energies.fr,False,
2022-12-08 05:00:00,France,France,FR,138.84,178.33,74.06,14.83,opendata.reseaux-energies.fr,False,
2022-12-08 06:00:00,France,France,FR,135.63,175.05,74.37,18.59,opendata.reseaux-energies.fr,False,
2022-12-08 07:00:00,France,France,FR,135.59,174.58,74.94,21.23,opendata.reseaux-energies.fr,False,
2022-12-08 08:00:00,France,France,FR,132.51,170.91,75.57,22.06,opendata.reseaux-energies.fr,False,
2022-12-08 09:00:00,France,France,FR,129.46,167.87,75.88,22.46,opendata.reseaux-energies.fr,False,
2022-12-08 10:00:00,France,France,FR,127.87,166.04,76.22,22.92,opendata.reseaux-energies.fr,False,
2022-12-08 11:00:00,France,France,FR,124.41,161.99,76.71,22.8,opendata.reseaux-energies.fr,False,
2022-12-08 12:00:00,France,France,FR,122.93,160.02,76.99,21.8,opendata.reseaux-energies.fr,False,
2022-12-08 13:00:00,France,France,FR,126.65,164.18,76.47,20.99,opendata.reseaux-energies.fr,False,
2022-12-08 14:00:00,France,France,FR,127.54,164.72,76.54,20.69,opendata.reseaux-energies.fr,False,
2022-12-08 15:00:00,France,France,FR,124.33,160.74,77.13,20.96,opendata.reseaux-energies.fr,False,
2022-12-08 16:00:00,France,France,FR,125.34,161.68,77.75,24.21,opendata.reseaux-energies.fr,False,
2022-12-08 17:00:00,France,France,FR,129.66,166.78,77.71,26.02,opendata.reseaux-energies.fr,False,
2022-12-08 18:00:00,France,France,FR,130.43,167.34,77.47,25.56,opendata.reseaux-energies.fr,False,
2022-12-08 19:00:00,France,France,FR,131.92,168.96,76.64,21.95,opendata.reseaux-energies.fr,False,
2022-12-08 20:00:00,France,France,FR,133.88,171.11,75.99,18.04,opendata.reseaux-energies.fr,False,
2022-12-08 21:00:00,France,France,FR,137.77,176.26,74.85,16.07,opendata.reseaux-energies.fr,False,
2022-12-08 22:00:00,France,France,FR,138.48,178.01,74.02,15.74,opendata.reseaux-energies.fr,False,
2022-12-08 23:00:00,France,France,FR,129.23,167.4,75.27,15.8,opendata.reseaux-energies.fr,False,
2022-12-09 00:00:00,France,France,FR,129.36,167.49,75.26,14.9,opendata.reseaux-energies.fr,False,
2022-12-09 01:00:00,France,France,FR,126.31,163.77,75.78,14.68,opendata.reseaux-energies.fr,False,
2022-12-09 02:00:00,France,France,FR,118.57,154.65,76.98,14.23,opendata.reseaux-energies.fr,False,
2022-12-09 03:00:00,France,France,FR,112.6,148.05,77.6,13.95,opendata.reseaux-energies.fr,False,
2022-12-09 04:00:00,France,France,FR,118.09,154.82,76.52,14.12,opendata.reseaux-energies.fr,False,
2022-12-09 05:00:00,France,France,FR,128.28,166.39,75.28,15.38,opendata.reseaux-energies.fr,False,
2022-12-09 06:00:00,France,France,FR,121.57,158.24,76.92,19.73,opendata.reseaux-energies.fr,False,
2022-12-09 07:00:00,France,France,FR,106.81,140.33,79.78,24.68,opendata.reseaux-energies.fr,False,
2022-12-09 08:00:00,France,France,FR,105.4,138.01,80.54,25.98,opendata.reseaux-energies.fr,False,
2022-12-09 09:00:00,France,France,FR,106.72,140.32,80.5,26.17,opendata.reseaux-energies.fr,False,
2022-12-09 10:00:00,France,France,FR,110.87,145.41,79.66,25.09,opendata.reseaux-energies.fr,False,
2022-12-09 11:00:00,France,France,FR,109.22,143.29,79.62,23.91,opendata.reseaux-energies.fr,False,
2022-12-09 12:00:00,France,France,FR,101.62,134.41,80.6,22.53,opendata.reseaux-energies.fr,False,
2022-12-09 13:00:00,France,France,FR,105.09,138.47,80.07,21.81,opendata.reseaux-energies.fr,False,
2022-12-09 14:00:00,France,France,FR,102.71,135.51,80.22,20.69,opendata.reseaux-energies.fr,False,
2022-12-09 15:00:00,France,France,FR,98.68,130.64,80.73,20.79,opendata.reseaux-energies.fr,False,
2022-12-09 16:00:00,France,France,FR,115.13,149.13,79.2,22.5,opendata.reseaux-energies.fr,False,
2022-12-09 17:00:00,France,France,FR,116.37,150.64,79.25,23.81,opendata.reseaux-energies.fr,False,
2022-12-09 18:00:00,France,France,FR,117.61,151.95,78.85,23.55,opendata.reseaux-energies.fr,False,
2022-12-09 19:00:00,France,France,FR,123.74,159.07,77.73,20.51,opendata.reseaux-energies.fr,False,
2022-12-09 20:00:00,France,France,FR,125.47,160.89,77.4,17.04,opendata.reseaux-energies.fr,False,
2022-12-09 21:00:00,France,France,FR,118.09,152.45,78.3,16.2,opendata.reseaux-energies.fr,False,
2022-12-09 22:00:00,France,France,FR,124.85,161.11,76.75,15.06,opendata.reseaux-energies.fr,False,
2022-12-09 23:00:00,France,France,FR,124.81,160.1,77.48,14.23,opendata.reseaux-energies.fr,False,
2022-12-10 00:00:00,France,France,FR,123.97,159.06,77.63,13.68,opendata.reseaux-energies.fr,False,
2022-12-10 01:00:00,France,France,FR,120.07,154.54,78.12,13.33,opendata.reseaux-energies.fr,False,
2022-12-10 02:00:00,France,France,FR,114.76,147.66,79.36,13.93,opendata.reseaux-energies.fr,False,
2022-12-10 03:00:00,France,France,FR,114.49,147.04,79.64,13.37,opendata.reseaux-energies.fr,False,
2022-12-10 04:00:00,France,France,FR,118.32,151.83,78.74,12.42,opendata.reseaux-energies.fr,False,
2022-12-10 05:00:00,France,France,FR,124.96,160.07,77.42,12.58,opendata.reseaux-energies.fr,False,
2022-12-10 06:00:00,France,France,FR,129.96,166.19,76.48,12.76,opendata.reseaux-energies.fr,False,
2022-12-10 07:00:00,France,France,FR,129.15,165.46,76.64,13.78,opendata.reseaux-energies.fr,False,
2022-12-10 08:00:00,France,France,FR,120.7,155.71,78.15,16.35,opendata.reseaux-energies.fr,False,
2022-12-10 09:00:00,France,France,FR,112.44,146.89,79.48,19.55,opendata.reseaux-energies.fr,False,
2022-12-10 10:00:00,France,France,FR,105.7,139.11,80.43,20.99,opendata.reseaux-energies.fr,False,
2022-12-10 11:00:00,France,France,FR,101.98,134.8,81.1,22.09,opendata.reseaux-energies.fr,False,
2022-12-10 12:00:00,France,France,FR,95.81,127.68,81.94,21.52,opendata.reseaux-energies.fr,False,
2022-12-10 13:00:00,France,France,FR,97.73,129.75,81.57,20.19,opendata.reseaux-energies.fr,False,
2022-12-10 14:00:00,France,France,FR,96.48,127.96,81.54,18.82,opendata.reseaux-energies.fr,False,
2022-12-10 15:00:00,France,France,FR,101.33,133.09,80.91,17.9,opendata.reseaux-energies.fr,False,
2022-12-10 16:00:00,France,France,FR,112.76,146.21,79.7,19.65,opendata.reseaux-energies.fr,False,
2022-12-10 17:00:00,France,France,FR,120.68,155.71,78.83,21.04,opendata.reseaux-energies.fr,False,
2022-12-10 18:00:00,France,France,FR,122.74,157.72,78.43,21.25,opendata.reseaux-energies.fr,False,
2022-12-10 19:00:00,France,France,FR,117.7,151.94,78.84,19.63,opendata.reseaux-energies.fr,False,
2022-12-10 20:00:00,France,France,FR,117.9,151.79,78.88,17.27,opendata.reseaux-energies.fr,False,
2022-12-10 21:00:00,France,France,FR,119.03,153.23,78.62,15.87,opendata.reseaux-energies.fr,False,
2022-12-10 22:00:00,France,France,FR,125.73,162.12,76.7,14.52,opendata.reseaux-energies.fr,False,
2022-12-10 23:00:00,France,France,FR,119.29,153.43,78.71,15.42,opendata.reseaux-energies.fr,False,
2022-12-11 00:00:00,France,France,FR,120.16,154.31,78.65,14.83,opendata.reseaux-energies.fr,False,
2022-12-11 01:00:00,France,France,FR,119.34,153.31,78.7,14.58,opendata.reseaux-energies.fr,False,
2022-12-11 02:00:00,France,France,FR,112.21,145.12,79.54,14.16,opendata.reseaux-energies.fr,False,
2022-12-11 03:00:00,France,France,FR,109.63,142.19,79.83,13.46,opendata.reseaux-energies.fr,False,
2022-12-11 04:00:00,France,France,FR,108.86,141.55,79.73,13.53,opendata.reseaux-energies.fr,False,
2022-12-11 05:00:00,France,France,FR,114.21,147.83,79.02,13.25,opendata.reseaux-energies.fr,False,
2022-12-11 06:00:00,France,France,FR,120.2,154.66,78.21,12.99,opendata.reseaux-energies.fr,False,
2022-12-11 07:00:00,France,France,FR,119.9,154.38,78.21,13.93,opendata.reseaux-energies.fr,False,
2022-12-11 08:00:00,France,France,FR,116.93,150.79,78.94,16.41,opendata.reseaux-energies.fr,False,
2022-12-11 09:00:00,France,France,FR,116.09,149.74,79.63,20.48,opendata.reseaux-energies.fr,False,
2022-12-11 10:00:00,France,France,FR,110.71,143.65,80.71,22.96,opendata.reseaux-energies.fr,False,
2022-12-11 11:00:00,France,France,FR,112.76,146.64,80.2,22.64,opendata.reseaux-energies.fr,False,
2022-12-11 12:00:00,France,France,FR,111.58,145.38,80.01,20.72,opendata.reseaux-energies.fr,False,
2022-12-11 13:00:00,France,France,FR,118.46,153.42,78.78,19.09,opendata.reseaux-energies.fr,False,
2022-12-11 14:00:00,France,France,FR,116.26,150.73,78.89,17.54,opendata.reseaux-energies.fr,False,
2022-12-11 15:00:00,France,France,FR,116.84,150.9,79.0,17.38,opendata.reseaux-energies.fr,False,
2022-12-11 16:00:00,France,France,FR,122.67,157.19,78.71,19.71,opendata.reseaux-energies.fr,False,
2022-12-11 17:00:00,France,France,FR,132.03,169.77,77.23,21.02,opendata.reseaux-energies.fr,False,
2022-12-11 18:00:00,France,France,FR,136.27,174.99,76.71,21.28,opendata.reseaux-energies.fr,False,
2022-12-11 19:00:00,France,France,FR,137.58,176.78,76.21,19.07,opendata.reseaux-energies.fr,False,
2022-12-11 20:00:00,France,France,FR,140.24,180.13,75.5,15.74,opendata.reseaux-energies.fr,False,
2022-12-11 21:00:00,France,France,FR,142.19,182.33,75.15,14.05,opendata.reseaux-energies.fr,False,
2022-12-11 22:00:00,France,France,FR,145.67,186.83,73.91,12.92,opendata.reseaux-energies.fr,False,
2022-12-11 23:00:00,France,France,FR,136.4,176.25,74.74,12.78,opendata.reseaux-energies.fr,False,
2022-12-12 00:00:00,France,France,FR,129.27,167.57,75.75,12.86,opendata.reseaux-energies.fr,False,
2022-12-12 01:00:00,France,France,FR,132.66,171.55,75.22,12.68,opendata.reseaux-energies.fr,False,
2022-12-12 02:00:00,France,France,FR,127.05,164.9,76.1,12.4,opendata.reseaux-energies.fr,False,
2022-12-12 03:00:00,France,France,FR,124.51,162.16,76.23,12.06,opendata.reseaux-energies.fr,False,
2022-12-12 04:00:00,France,France,FR,135.61,174.85,74.53,11.95,opendata.reseaux-energies.fr,False,
2022-12-12 05:00:00,France,France,FR,138.53,178.89,73.81,13.59,opendata.reseaux-energies.fr,False,
2022-12-12 06:00:00,France,France,FR,126.4,164.07,76.62,20.91,opendata.reseaux-energies.fr,False,
2022-12-12 07:00:00,France,France,FR,112.01,146.4,79.99,26.81,opendata.reseaux-energies.fr,False,
2022-12-12 08:00:00,France,France,FR,109.17,143.36,80.46,27.78,opendata.reseaux-energies.fr,False,
2022-12-12 09:00:00,France,France,FR,117.58,153.06,79.59,27.82,opendata.reseaux-energies.fr,False,
2022-12-12 10:00:00,France,France,FR,118.72,154.54,79.12,27.16,opendata.reseaux-energies.fr,False,
2022-12-12 11:00:00,France,France,FR,117.43,153.13,79.09,26.84,opendata.reseaux-energies.fr,False,
2022-12-12 12:00:00,France,France,FR,113.25,148.35,79.52,26.27,opendata.reseaux-energies.fr,False,
2022-12-12 13:00:00,France,France,FR,112.23,146.69,79.92,26.52,opendata.reseaux-energies.fr,False,
2022-12-12 14:00:00,France,France,FR,108.0,141.06,80.91,27.62,opendata.reseaux-energies.fr,False,
2022-12-12 15:00:00,France,France,FR,105.46,137.77,81.58,28.81,opendata.reseaux-energies.fr,False,
2022-12-12 16:00:00,France,France,FR,109.59,142.82,81.18,29.46,opendata.reseaux-energies.fr,False,
2022-12-12 17:00:00,France,France,FR,111.81,145.3,80.83,30.16,opendata.reseaux-energies.fr,False,
2022-12-12 18:00:00,France,France,FR,111.62,145.33,80.6,30.18,opendata.reseaux-energies.fr,False,
2022-12-12 19:00:00,France,France,FR,117.24,152.4,79.3,26.77,opendata.reseaux-energies.fr,False,
2022-12-12 20:00:00,France,France,FR,126.79,163.88,77.36,21.92,opendata.reseaux-energies.fr,False,
2022-12-12 21:00:00,France,France,FR,122.93,158.39,78.06,20.81,opendata.reseaux-energies.fr,False,
2022-12-12 22:00:00,France,France,FR,120.17,155.85,77.87,19.67,opendata.reseaux-energies.fr,False,
2022-12-12 23:00:00,France,France,FR,110.5,145.05,78.65,19.7,opendata.reseaux-energies.fr,False,
2022-12-13 00:00:00,France,France,FR,107.37,140.67,78.94,19.94,opendata.reseaux-energies.fr,False,
2022-12-13 01:00:00,France,France,FR,104.76,137.51,79.44,20.37,opendata.reseaux-energies.fr,False,
2022-12-13 02:00:00,France,France,FR,98.22,129.86,80.43,20.29,opendata.reseaux-energies.fr,False,
2022-12-13 03:00:00,France,France,FR,95.12,126.49,80.68,19.88,opendata.reseaux-energies.fr,False,
2022-12-13 04:00:00,France,France,FR,104.21,137.31,79.32,19.26,opendata.reseaux-energies.fr,False,
2022-12-13 05:00:00,France,France,FR,111.76,146.63,78.23,20.08,opendata.reseaux-energies.fr,False,
2022-12-13 06:00:00,France,France,FR,110.25,144.98,79.19,23.65,opendata.reseaux-energies.fr,False,
2022-12-13 07:00:00,France,France,FR,100.64,132.87,81.49,28.38,opendata.reseaux-energies.fr,False,
2022-12-13 08:00:00,France,France,FR,104.6,137.18,81.11,28.9,opendata.reseaux-energies.fr,False,
2022-12-13 09:00:00,France,France,FR,102.91,135.57,81.13,28.81,opendata.reseaux-energies.fr,False,
2022-12-13 10:00:00,France,France,FR,104.24,137.4,80.9,28.39,opendata.reseaux-energies.fr,False,
2022-12-13 11:00:00,France,France,FR,104.44,137.65,80.87,27.23,opendata.reseaux-energies.fr,False,
2022-12-13 12:00:00,France,France,FR,102.13,135.19,80.87,25.97,opendata.reseaux-energies.fr,False,
2022-12-13 13:00:00,France,France,FR,102.04,134.81,81.01,26.42,opendata.reseaux-energies.fr,False,
2022-12-13 14:00:00,France,France,FR,99.56,131.51,81.59,26.84,opendata.reseaux-energies.fr,False,
2022-12-13 15:00:00,France,France,FR,96.99,128.46,81.9,26.8,opendata.reseaux-energies.fr,False,
2022-12-13 16:00:00,France,France,FR,105.76,138.99,80.94,27.0,opendata.reseaux-energies.fr,False,
2022-12-13 17:00:00,France,France,FR,115.03,149.52,79.78,26.91,opendata.reseaux-energies.fr,False,
2022-12-13 18:00:00,France,France,FR,117.22,152.12,79.15,26.23,opendata.reseaux-energies.fr,False,
2022-12-13 19:00:00,France,France,FR,116.72,151.59,78.66,23.48,opendata.reseaux-energies.fr,False,
2022-12-13 20:00:00,France,France,FR,116.55,151.26,78.26,19.89,opendata.reseaux-energies.fr,False,
2022-12-13 21:00:00,France,France,FR,119.68,155.79,77.18,17.94,opendata.reseaux-energies.fr,False,
2022-12-13 22:00:00,France,France,FR,122.09,158.93,76.61,17.12,opendata.reseaux-energies.fr,False,
2022-12-13 23:00:00,France,France,FR,119.86,156.42,76.89,15.89,opendata.reseaux-energies.fr,False,
2022-12-14 00:00:00,France,France,FR,120.14,156.48,77.06,15.7,opendata.reseaux-energies.fr,False,
2022-12-14 01:00:00,France,France,FR,120.64,157.05,77.02,15.42,opendata.reseaux-energies.fr,False,
2022-12-14 02:00:00,France,France,FR,112.33,146.45,78.35,14.6,opendata.reseaux-energies.fr,False,
2022-12-14 03:00:00,France,France,FR,102.0,134.65,79.43,14.48,opendata.reseaux-energies.fr,False,
2022-12-14 04:00:00,France,France,FR,106.95,140.56,78.62,14.91,opendata.reseaux-energies.fr,False,
2022-12-14 05:00:00,France,France,FR,114.61,149.63,77.5,15.59,opendata.reseaux-energies.fr,False,
2022-12-14 06:00:00,France,France,FR,106.99,140.73,78.74,19.61,opendata.reseaux-energies.fr,False,
2022-12-14 07:00:00,France,France,FR,101.28,133.55,80.58,24.9,opendata.reseaux-energies.fr,False,
2022-12-14 08:00:00,France,France,FR,98.4,129.82,81.48,26.67,opendata.reseaux-energies.fr,False,
2022-12-14 09:00:00,France,France,FR,96.27,127.69,81.66,27.42,opendata.reseaux-energies.fr,False,
2022-12-14 10:00:00,France,France,FR,97.45,129.55,81.27,26.74,opendata.reseaux-energies.fr,False,
2022-12-14 11:00:00,France,France,FR,97.06,129.13,81.27,25.78,opendata.reseaux-energies.fr,False,
2022-12-14 12:00:00,France,France,FR,94.61,126.42,81.37,24.56,opendata.reseaux-energies.fr,False,
2022-12-14 13:00:00,France,France,FR,95.15,127.51,80.87,23.59,opendata.reseaux-energies.fr,False,
2022-12-14 14:00:00,France,France,FR,91.35,122.51,81.63,24.1,opendata.reseaux-energies.fr,False,
2022-12-14 15:00:00,France,France,FR,87.57,117.6,82.34,24.7,opendata.reseaux-energies.fr,False,
2022-12-14 16:00:00,France,France,FR,91.04,121.04,82.35,25.9,opendata.reseaux-energies.fr,False,
2022-12-14 17:00:00,France,France,FR,96.16,126.62,82.03,26.64,opendata.reseaux-energies.fr,False,
2022-12-14 18:00:00,France,France,FR,97.71,128.88,81.38,25.73,opendata.reseaux-energies.fr,False,
2022-12-14 19:00:00,France,France,FR,98.47,129.78,80.79,21.28,opendata.reseaux-energies.fr,False,
2022-12-14 20:00:00,France,France,FR,101.2,133.04,79.98,16.93,opendata.reseaux-energies.fr,False,
2022-12-14 21:00:00,France,France,FR,102.47,134.93,79.45,16.66,opendata.reseaux-energies.fr,False,
2022-12-14 22:00:00,France,France,FR,109.27,143.2,78.27,16.16,opendata.reseaux-energies.fr,False,
2022-12-14 23:00:00,France,France,FR,101.49,134.26,79.32,16.38,opendata.reseaux-energies.fr,False,
2022-12-15 00:00:00,France,France,FR,102.43,135.5,79.1,16.24,opendata.reseaux-energies.fr,False,
2022-12-15 01:00:00,France,France,FR,101.16,133.29,79.81,16.63,opendata.reseaux-energies.fr,False,
2022-12-15 02:00:00,France,France,FR,95.86,126.89,80.74,16.48,opendata.reseaux-energies.fr,False,
2022-12-15 03:00:00,France,France,FR,89.91,120.04,81.48,16.86,opendata.reseaux-energies.fr,False,
2022-12-15 04:00:00,France,France,FR,92.45,123.65,80.61,17.47,opendata.reseaux-energies.fr,False,
2022-12-15 05:00:00,France,France,FR,96.82,128.93,79.87,18.28,opendata.reseaux-energies.fr,False,
2022-12-15 06:00:00,France,France,FR,95.25,127.5,80.14,21.03,opendata.reseaux-energies.fr,False,
2022-12-15 07:00:00,France,France,FR,91.71,122.69,81.53,25.35,opendata.reseaux-energies.fr,False,
2022-12-15 08:00:00,France,France,FR,90.08,120.18,82.29,27.17,opendata.reseaux-energies.fr,False,
2022-12-15 09:00:00,France,France,FR,94.21,125.1,81.88,27.41,opendata.reseaux-energies.fr,False,
2022-12-15 10:00:00,France,France,FR,100.19,132.94,81.08,26.69,opendata.reseaux-energies.fr,False,
2022-12-15 11:00:00,France,France,FR,99.9,132.99,80.73,25.77,opendata.reseaux-energies.fr,False,
2022-12-15 12:00:00,France,France,FR,95.28,127.88,81.08,24.83,opendata.reseaux-energies.fr,False,
2022-12-15 13:00:00,France,France,FR,90.91,122.48,81.68,24.75,opendata.reseaux-energies.fr,False,
2022-12-15 14:00:00,France,France,FR,87.66,118.01,82.52,25.5,opendata.reseaux-energies.fr,False,
2022-12-15 15:00:00,France,France,FR,80.48,109.54,83.33,26.37,opendata.reseaux-energies.fr,False,
2022-12-15 16:00:00,France,France,FR,82.35,111.35,83.46,28.35,opendata.reseaux-energies.fr,False,
2022-12-15 17:00:00,France,France,FR,86.15,115.22,83.42,29.39,opendata.reseaux-energies.fr,False,
2022-12-15 18:00:00,France,France,FR,89.05,118.61,82.79,28.83,opendata.reseaux-energies.fr,False,
2022-12-15 19:00:00,France,France,FR,92.28,122.53,82.04,26.12,opendata.reseaux-energies.fr,False,
2022-12-15 20:00:00,France,France,FR,93.45,123.6,81.58,22.94,opendata.reseaux-energies.fr,False,
2022-12-15 21:00:00,France,France,FR,93.15,123.23,81.74,22.22,opendata.reseaux-energies.fr,False,
2022-12-15 22:00:00,France,France,FR,95.95,126.36,81.38,21.86,opendata.reseaux-energies.fr,False,
2022-12-15 23:00:00,France,France,FR,89.64,119.12,82.25,21.45,opendata.reseaux-energies.fr,False,
2022-12-16 00:00:00,France,France,FR,89.03,117.89,82.81,21.17,opendata.reseaux-energies.fr,False,
2022-12-16 01:00:00,France,France,FR,91.36,120.3,82.67,20.68,opendata.reseaux-energies.fr,False,
2022-12-16 02:00:00,France,France,FR,87.51,115.54,83.34,20.06,opendata.reseaux-energies.fr,False,
2022-12-16 03:00:00,France,France,FR,89.1,117.65,82.73,19.51,opendata.reseaux-energies.fr,False,
2022-12-16 04:00:00,France,France,FR,91.97,122.15,81.41,18.91,opendata.reseaux-energies.fr,False,
2022-12-16 05:00:00,France,France,FR,94.53,125.7,80.74,19.46,opendata.reseaux-energies.fr,False,
2022-12-16 06:00:00,France,France,FR,92.5,123.85,81.87,24.57,opendata.reseaux-energies.fr,False,
2022-12-16 07:00:00,France,France,FR,94.02,125.59,82.38,27.83,opendata.reseaux-energies.fr,False,
2022-12-16 08:00:00,France,France,FR,95.93,127.76,82.31,28.64,opendata.reseaux-energies.fr,False,
2022-12-16 09:00:00,France,France,FR,96.93,129.05,82.28,29.06,opendata.reseaux-energies.fr,False,
2022-12-16 10:00:00,France,France,FR,89.02,119.95,83.0,29.02,opendata.reseaux-energies.fr,False,
2022-12-16 11:00:00,France,France,FR,83.64,113.74,83.47,28.64,opendata.reseaux-energies.fr,False,
2022-12-16 12:00:00,France,France,FR,79.71,109.33,83.73,27.67,opendata.reseaux-energies.fr,False,
2022-12-16 13:00:00,France,France,FR,79.75,109.22,83.39,26.36,opendata.reseaux-energies.fr,False,
2022-12-16 14:00:00,France,France,FR,80.82,110.07,83.14,24.81,opendata.reseaux-energies.fr,False,
2022-12-16 15:00:00,France,France,FR,84.29,113.87,82.58,23.67,opendata.reseaux-energies.fr,False,
2022-12-16 16:00:00,France,France,FR,91.62,122.09,82.13,25.01,opendata.reseaux-energies.fr,False,
2022-12-16 17:00:00,France,France,FR,94.86,125.54,82.02,26.73,opendata.reseaux-energies.fr,False,
2022-12-16 18:00:00,France,France,FR,101.01,132.88,80.96,24.63,opendata.reseaux-energies.fr,False,
2022-12-16 19:00:00,France,France,FR,107.2,140.37,79.68,20.62,opendata.reseaux-energies.fr,False,
2022-12-16 20:00:00,France,France,FR,105.8,138.07,79.88,18.25,opendata.reseaux-energies.fr,False,
2022-12-16 21:00:00,France,France,FR,109.21,142.29,79.16,17.81,opendata.reseaux-energies.fr,False,
2022-12-16 22:00:00,France,France,FR,111.47,144.86,78.9,17.74,opendata.reseaux-energies.fr,False,
2022-12-16 23:00:00,France,France,FR,105.09,136.8,80.23,18.59,opendata.reseaux-energies.fr,False,
2022-12-17 00:00:00,France,France,FR,109.83,141.93,79.86,17.06,opendata.reseaux-energies.fr,False,
2022-12-17 01:00:00,France,France,FR,109.91,142.17,79.76,16.41,opendata.reseaux-energies.fr,False,
2022-12-17 02:00:00,France,France,FR,105.74,137.85,79.93,16.2,opendata.reseaux-energies.fr,False,
2022-12-17 03:00:00,France,France,FR,102.58,134.28,80.26,15.8,opendata.reseaux-energies.fr,False,
2022-12-17 04:00:00,France,France,FR,103.37,135.17,80.21,16.23,opendata.reseaux-energies.fr,False,
2022-12-17 05:00:00,France,France,FR,103.93,136.12,79.93,16.76,opendata.reseaux-energies.fr,False,
2022-12-17 06:00:00,France,France,FR,105.31,137.44,79.98,17.77,opendata.reseaux-energies.fr,False,
2022-12-17 07:00:00,France,France,FR,105.22,137.42,80.07,19.25,opendata.reseaux-energies.fr,False,
2022-12-17 08:00:00,France,France,FR,101.66,133.55,80.62,22.09,opendata.reseaux-energies.fr,False,
2022-12-17 09:00:00,France,France,FR,101.13,132.85,81.3,23.15,opendata.reseaux-energies.fr,False,
2022-12-17 10:00:00,France,France,FR,98.71,130.73,81.43,23.4,opendata.reseaux-energies.fr,False,
2022-12-17 11:00:00,France,France,FR,96.0,128.04,81.64,24.0,opendata.reseaux-energies.fr,False,
2022-12-17 12:00:00,France,France,FR,92.42,124.23,81.81,22.91,opendata.reseaux-energies.fr,False,
2022-12-17 13:00:00,France,France,FR,93.61,125.48,81.5,21.22,opendata.reseaux-energies.fr,False,
2022-12-17 14:00:00,France,France,FR,98.39,130.53,80.78,19.22,opendata.reseaux-energies.fr,False,
2022-12-17 15:00:00,France,France,FR,104.36,136.73,80.08,17.69,opendata.reseaux-energies.fr,False,
2022-12-17 16:00:00,France,France,FR,106.68,138.81,80.48,20.9,opendata.reseaux-energies.fr,False,
2022-12-17 17:00:00,France,France,FR,103.85,135.24,81.27,24.24,opendata.reseaux-energies.fr,False,
